iter	Logloss
0	0.6237045598
1	0.5678242496
2	0.5138501512
3	0.4639721282
4	0.4205600611
5	0.3804337855
6	0.3443837256
7	0.3096580632
8	0.2788946145
9	0.2539032416
10	0.2295338469
11	0.2073895165
12	0.1883071951
13	0.1729525147
14	0.1578090372
15	0.1439135715
16	0.1318551036
17	0.1225228222
18	0.1129737743
19	0.1044559529
20	0.09673339924
21	0.08970527087
22	0.08363163989
23	0.07809033882
24	0.07323310267
25	0.06886899384
26	0.06502328836
27	0.06146375984
28	0.05850944202
29	0.05548532043
30	0.05276059021
31	0.05036495051
32	0.04819126738
33	0.04639122899
34	0.04484265563
35	0.04324150433
36	0.04198877796
37	0.04064152278
38	0.03921773502
39	0.03801185554
40	0.0369542683
41	0.03588061093
42	0.03506199601
43	0.03422039557
44	0.03342997801
45	0.03272982314
46	0.03192346391
47	0.03143609688
48	0.03081821437
49	0.03024844633
50	0.02968752269
51	0.02926130742
52	0.02876077214
53	0.0283065577
54	0.02785428038
55	0.0274413649
56	0.02712705476
57	0.02685512267
58	0.02653298859
59	0.02611767571
60	0.02572861462
61	0.02539309232
62	0.02505921093
63	0.02473599129
64	0.0244473768
65	0.02413603769
66	0.02386931312
67	0.02356292469
68	0.02331623885
69	0.02306068083
70	0.02286725695
71	0.02268716496
72	0.02250867685
73	0.02233308711
74	0.02214537002
75	0.02197000629
76	0.02181054505
77	0.02167697184
78	0.02153201026
79	0.02140172762
80	0.02129925399
81	0.0211679417
82	0.02108849995
83	0.0209806014
84	0.02089123718
85	0.0208001847
86	0.02073131974
87	0.02063833121
88	0.02057290675
89	0.02050955025
90	0.02042568406
91	0.0203189219
92	0.02021801668
93	0.02016640712
94	0.02010483486
95	0.02005959905
96	0.02003784055
97	0.01999652572
98	0.01997567222
99	0.01990293622
100	0.01987042188
101	0.01982077949
102	0.01974923849
103	0.01971544534
104	0.01966065681
105	0.01959666489
106	0.01956551257
107	0.01949269835
108	0.01945067717
109	0.01940980437
110	0.01935775063
111	0.01931699211
112	0.01930863814
113	0.01928704555
114	0.01923574182
115	0.0192031812
116	0.01919150495
117	0.01918621311
118	0.01916272813
119	0.01914970856
120	0.01913776911
121	0.01910940871
122	0.01908447824
123	0.01904244185
124	0.01903139541
125	0.01900255857
126	0.01898246215
127	0.01895195162
128	0.01890743287
129	0.01889908847
130	0.0188718072
131	0.01882596766
132	0.01881692602
133	0.01878854209
134	0.01875214647
135	0.01872949436
136	0.01870781142
137	0.01867440501
138	0.01865521182
139	0.01861809161
140	0.0185907518
141	0.01858012808
142	0.01856324847
143	0.01853681806
144	0.01850732319
145	0.01848186709
146	0.01845473133
147	0.01844463335
148	0.01841720972
149	0.0184057824
150	0.01838433216
151	0.01835718214
152	0.01833731545
153	0.01831629616
154	0.01829929471
155	0.01828056625
156	0.01826068072
157	0.01824380546
158	0.01823334833
159	0.01821336765
160	0.01820844652
161	0.0181873556
162	0.01817606882
163	0.01816025115
164	0.01814929886
165	0.0181393454
166	0.01813795391
167	0.01812652735
168	0.0181158514
169	0.01810011677
170	0.01808015169
171	0.01807595279
172	0.01806505826
173	0.01804419118
174	0.01802605819
175	0.01801055591
176	0.01800647701
177	0.01799324779
178	0.01797424723
179	0.01795986167
180	0.01794466855
181	0.01793222382
182	0.0179269757
183	0.0179175854
184	0.01790424486
185	0.01789404433
186	0.01788859501
187	0.01787792896
188	0.01787564993
189	0.01785615474
190	0.01785214053
191	0.01784486979
192	0.01783510924
193	0.01782926045
194	0.01782164305
195	0.01780389973
196	0.0177944018
197	0.01778549376
198	0.01777908238
199	0.01776916356
200	0.0177612939
201	0.01775770283
202	0.01774523827
203	0.01774298435
204	0.01774010266
205	0.01773641061
206	0.01772578768
207	0.01772207548
208	0.01771296284
209	0.0177034545
210	0.01769408947
211	0.01769078148
212	0.01768733445
213	0.01768185192
214	0.01767830561
215	0.01767275849
216	0.01766562394
217	0.01765993202
218	0.01765450315
219	0.01764805244
220	0.01764632377
221	0.01763774919
222	0.01763037827
223	0.0176220654
224	0.01761716592
225	0.01761230343
226	0.01760951611
227	0.01760680267
228	0.0175980826
229	0.01759104887
230	0.01758644477
231	0.01757924701
232	0.01757507779
233	0.0175707361
234	0.01756411001
235	0.01755761572
236	0.01755195799
237	0.01754015282
238	0.01753489108
239	0.01753018853
240	0.01752235286
241	0.01751607254
242	0.01750812574
243	0.01750504143
244	0.01750304314
245	0.01749846377
246	0.01749352463
247	0.01748638511
248	0.01748021996
249	0.01747820513
250	0.01747376872
251	0.01747283571
252	0.0174683298
253	0.01746378504
254	0.0174581993
255	0.01745411786
256	0.0174513173
257	0.01744933886
258	0.01744617598
259	0.01744038769
260	0.01743396553
261	0.01742993461
262	0.01742472652
263	0.01741790173
264	0.01741468011
265	0.01741142532
266	0.01740510274
267	0.01740384333
268	0.01739880957
269	0.01739637674
270	0.0173902099
271	0.01738787727
272	0.01738482909
273	0.0173797618
274	0.01737228208
275	0.01736908012
276	0.0173656103
277	0.01736371669
278	0.0173633534
279	0.01735845439
280	0.01734967679
281	0.01734737384
282	0.01734684833
283	0.01734528745
284	0.01733864919
285	0.01733232828
286	0.0173231528
287	0.01731840896
288	0.01731440417
289	0.01730981615
290	0.01730578298
291	0.01730055979
292	0.01729968608
293	0.01729346209
294	0.01729010208
295	0.01728777198
296	0.01728650206
297	0.01728253058
298	0.01727711889
299	0.01727482603
300	0.01727198385
301	0.01726809582
302	0.01726174763
303	0.01725800227
304	0.01725235217
305	0.01724932302
306	0.01724488584
307	0.01724251648
308	0.01723656005
309	0.01723600237
310	0.01723347194
311	0.01722750047
312	0.01722190302
313	0.01721627768
314	0.0172129555
315	0.01720914887
316	0.01720563104
317	0.01720266214
318	0.01720157902
319	0.0171986118
320	0.01719749524
321	0.01719155585
322	0.01718932102
323	0.01718799172
324	0.01718599523
325	0.01718251525
326	0.01718015766
327	0.01717296914
328	0.01717145329
329	0.01716835467
330	0.01716357109
331	0.01715912833
332	0.01715594997
333	0.01714909425
334	0.01714469145
335	0.01714008036
336	0.01713917091
337	0.01713697253
338	0.0171363383
339	0.01713150537
340	0.0171255308
341	0.01712333299
342	0.01712030328
343	0.01711342613
344	0.017109854
345	0.01710778012
346	0.01710382048
347	0.01710025211
348	0.01709576656
349	0.01709386616
350	0.01709249304
351	0.01708731119
352	0.01708296809
353	0.01708033905
354	0.01707694395
355	0.01707433265
356	0.01707067794
357	0.01706977034
358	0.01706604477
359	0.01706224495
360	0.01705736389
361	0.01705329831
362	0.01705248908
363	0.01704668216
364	0.01704269626
365	0.01703675962
366	0.01703001229
367	0.01702692796
368	0.01702158383
369	0.017019426
370	0.01701570313
371	0.01701268744
372	0.01700824884
373	0.01700641641
374	0.01700464908
375	0.01700413787
376	0.01700084308
377	0.01699424074
378	0.01698978055
379	0.01698530217
380	0.01698301288
381	0.01697687184
382	0.01697507213
383	0.0169731395
384	0.01696944361
385	0.01696453967
386	0.01696206127
387	0.01695657604
388	0.01695248635
389	0.01695097126
390	0.01694709539
391	0.0169442118
392	0.01693680659
393	0.01693485898
394	0.01692969037
395	0.0169285405
396	0.01692132366
397	0.01691199281
398	0.01690694541
399	0.01690620497
400	0.01690412634
401	0.01689984228
402	0.01689845848
403	0.01689683817
404	0.01689449824
405	0.01688824275
406	0.01688637929
407	0.01688355307
408	0.01688139184
409	0.01687276349
410	0.01686848995
411	0.01686607078
412	0.01686503043
413	0.01686285065
414	0.01685850939
415	0.01685478739
416	0.01685230823
417	0.01684753379
418	0.01684503981
419	0.0168406012
420	0.01683946268
421	0.01683607223
422	0.01682954578
423	0.01682793636
424	0.01682382862
425	0.0168227333
426	0.01681434201
427	0.01681276644
428	0.0168112179
429	0.01681008862
430	0.01680591405
431	0.01680392736
432	0.01680200619
433	0.01679965733
434	0.01679681607
435	0.01679426823
436	0.01679228851
437	0.0167902242
438	0.01678610491
439	0.01677964505
440	0.01677700995
441	0.01677094435
442	0.01676542075
443	0.01676457116
444	0.01676005589
445	0.01675684572
446	0.01675145698
447	0.0167504204
448	0.01674406217
449	0.01674332458
450	0.01673903369
451	0.01673859131
452	0.01673475853
453	0.01673107648
454	0.01672878734
455	0.01672708564
456	0.01672477258
457	0.01672429858
458	0.01672214011
459	0.01672101526
460	0.01672049684
461	0.0167186438
462	0.01671514545
463	0.01671243487
464	0.01670708807
465	0.01670388393
466	0.01670197241
467	0.01670082783
468	0.01669764631
469	0.0166951617
470	0.01669106305
471	0.01669049674
472	0.01668160443
473	0.01668025633
474	0.01667921198
475	0.01667498575
476	0.01666961131
477	0.01666684986
478	0.01665954164
479	0.01665758203
480	0.01665439556
481	0.01665369631
482	0.01665152365
483	0.01664978497
484	0.01664745597
485	0.01664263755
486	0.01663932996
487	0.0166389791
488	0.01663313437
489	0.01663188036
490	0.01662960535
491	0.01662226784
492	0.01662003855
493	0.0166194001
494	0.01661727766
495	0.01661330967
496	0.0166106496
497	0.01660969423
498	0.01660760974
499	0.01660630253
500	0.01660434218
501	0.01659814354
502	0.01659398034
503	0.01659127933
504	0.01658912914
505	0.01658877955
506	0.01658826119
507	0.01658780425
508	0.01658550557
509	0.01658016065
510	0.01657710691
511	0.01657260647
512	0.0165705946
513	0.01656533843
514	0.01656315498
515	0.01656194456
516	0.01655601666
517	0.01655199865
518	0.0165479156
519	0.01654447705
520	0.01654371639
521	0.01653724853
522	0.01653598881
523	0.01653282058
524	0.01652727674
525	0.01652577101
526	0.01652493735
527	0.0165246342
528	0.01651613276
529	0.01651564899
530	0.01651115253
531	0.01650454347
532	0.01650382599
533	0.01650258559
534	0.01650190856
535	0.01649615633
536	0.01649581705
537	0.01649261721
538	0.01649244095
539	0.01648990637
540	0.01648846259
541	0.01648497153
542	0.01648416325
543	0.01648214768
544	0.01647712984
545	0.01647317383
546	0.0164702663
547	0.01646375235
548	0.01646192183
549	0.01645937422
550	0.01645793192
551	0.01645369801
552	0.0164497377
553	0.01644757776
554	0.01644684036
555	0.01644288754
556	0.0164389305
557	0.01643279998
558	0.01643209714
559	0.01642924199
560	0.01642781265
561	0.01642641278
562	0.01642026812
563	0.01641960683
564	0.01641856843
565	0.01641755862
566	0.01641382256
567	0.01641027117
568	0.01640958805
569	0.01640855845
570	0.01640801114
571	0.01640721629
572	0.01640167544
573	0.01640106409
574	0.01639664481
575	0.0163935298
576	0.01639239711
577	0.01638730293
578	0.0163837815
579	0.01638115822
580	0.01638061057
581	0.01637957181
582	0.0163742646
583	0.01637096051
584	0.01636956886
585	0.01636853917
586	0.01636765706
587	0.01636482887
588	0.01636446423
589	0.01636372802
590	0.01636145313
591	0.01635628824
592	0.01635356283
593	0.01634889039
594	0.016344605
595	0.01634409678
596	0.01634158729
597	0.01633913367
598	0.01633798857
599	0.01633573662
600	0.0163322451
